OrderID,OrderDate,Customer,City,Region,Product,Qty,UnitPrice,Amount,Mobile,PaymentMethod,Status
ORD-20260379,2026-04-10,Jose Ocampo,Mandaue,Central Visayas,Nissin Cup Noodles,2,20.0,40.0,09117159023,GCash,Delivered
ORD-20260380,2026-05-19,Josefina Mendoza,Angeles City,Central Luzon,Nova Multigrain 78g,7,30.0,210.0,09219085346,Cash,Delivered
ORD-20260381,2026-04-04,Antonio Bautista,Tarlac City,Central Luzon,Surf Powder Sachet,8,8.0,64.0,09437565824,GCash,Delivered
ORD-20260382,2026-05-04,Ricardo Bautista,Tagum,Davao Region,Milo Sachet,14,9.0,126.0,09826084826,GCash,Delivered
ORD-20260383,2026-04-27,Pedro Aquino,Malolos,Central Luzon,Head & Shoulders Sachet,9,7.0,63.0,09368674201,COD,Delivered
ORD-20260384,2026-01-02,  MARIA VILLANUEVA  ,Malolos,Central Luzon,Nescafe 3-in-1 Sachet,6,8.0,48.0,09310797032,Cash,Delivered
ORD-20260385,2026-06-04,Luz Reyes,Dasmarinas,CALABARZON,Coca-Cola 1.5L,4,65.0,260.0,09155179312,Maya,Returned
ORD-20260386,2026-01-13,Manuel Aquino,Bacolod,Western Visayas,555 Sardines,14,22.0,308.0,09689215083,Bank Transfer,Delivered
ORD-20260387,2026-05-12,  CORAZON RAMOS  ,Pasig,NCR,SkyFlakes Crackers,4,15.0,60.0,091234,COD,Pending
ORD-20260388,2026-02-03,Roberto Del Rosario,Malolos,Central Luzon,Boy Bawang 100g,3,18.0,54.0,091234,COD,Delivered
ORD-20260389,2026-05-26,Josefina Ocampo,Davao City,Davao Region,Head & Shoulders Sachet,10,7.0,70.0,09484089798,Cash,Delivered
ORD-20260390,2026-06-29,Fernando Ocampo,Tagum,Davao Region,Milo Sachet,8,9.0,72.0,091234,GCash,Delivered
ORD-20260391,2026-06-07,Juan Flores,Iloilo City,Western Visayas,555 Sardines,15,22.0,330.0,09498069021,Cash,Delivered
ORD-20260392,2026-03-18,Manuel Flores,Angeles City,Central Luzon,Domex Toilet Cleaner,2,55.0,110.0,09483756778,COD,Pending
ORD-20260393,2026-03-22,Ana Torres,Pasig,NCR,Lucky Me Beef Sotanghon,13,13.0,169.0,09971725388,GCash,Delivered
ORD-20260394,2026-01-18,  MANUEL VILLANUEVA  ,Tagbilaran,Central Visayas,Surf Powder Sachet,6,8.0,48.0,09108379859,Maya,Delivered
ORD-20260395,2026-05-18,  PEDRO GARCIA  ,Pasig,NCR,Head & Shoulders Sachet,9,7.0,63.0,09705914427,COD,Pending
ORD-20260396,2026-05-18,Maria Flores,Makati,NCR,SkyFlakes Crackers,3,15.0,45.0,091234,COD,Cancelled
ORD-20260397,2026-02-10,Eduardo Mendoza,Tagum,Davao Region,Sta. Maria Crayons,17,40.0,680.0,091234,Cash,Delivered
ORD-20260398,2026-02-05,  MANUEL FLORES  ,Dasmarinas,CALABARZON,CDO Corned Beef,5,33.0,165.0,09656905166,Cash,Delivered
ORD-20260399,2026-03-05,Cristina Castillo,Mandaue,Central Visayas,SkyFlakes Crackers,13,15.0,195.0,09253854152,Cash,Delivered
ORD-20260400,2026-04-02,Elena Garcia,Davao City,Davao Region,Nissin Cup Noodles,7,20.0,140.0,09408931665,COD,Delivered
ORD-20260401,2026-12-20,Cristina Pascual,Davao City,Davao Region,Nova Multigrain 78g,9,30.0,270.0,09903995033,Cash,Delivered
ORD-20260402,2026-02-06,  RICARDO FLORES  ,Iloilo City,Western Visayas,ILUV Ballpen,16,10.0,160.0,09860533727,Bank Transfer,Pending
ORD-20260403,2026-06-09,Carmen Reyes,Tagbilaran,Central Visayas,Safeguard Soap Bar,1,28.0,28.0,09451952638,GCash,Pending
ORD-20260404,2026-05-04,  JOSEFINA OCAMPO  ,Davao City,Davao Region,Joy Dishwashing Liquid 250ml,3,38.0,114.0,09955037923,COD,Delivered
ORD-20260405,2026-02-20,Pedro Cruz,Cebu City,Central Visayas,Lucky Me Beef Sotanghon,11,13.0,143.0,091234,Cash,Delivered
ORD-20260406,2026-04-21,  ROBERTO SANTOS  ,Bacolod,Western Visayas,Head & Shoulders Sachet,7,7.0,49.0,091234,GCash,Delivered
ORD-20260407,2026-05-18,Roberto Flores,Dasmarinas,CALABARZON,Sta. Maria Crayons,7,40.0,280.0,09523812347,GCash,Returned
ORD-20260408,2026-03-17,Eduardo Garcia,Tarlac City,Central Luzon,CDO Corned Beef,9,33.0,297.0,09827753151,Maya,Delivered
ORD-20260409,2026-12-03,Cristina Castillo,Mandaue,Central Visayas,Head & Shoulders Sachet,18,7.0,126.0,09419811531,Cash,Delivered
ORD-20260410,2026-03-15,Josefina Santos,Tagum,Davao Region,555 Sardines,2,22.0,44.0,09556948024,Bank Transfer,Delivered
ORD-20260411,2026-05-01,  FERNANDO RAMOS  ,Iloilo City,Western Visayas,Lucky Me Pancit Canton Noodles,20,14.0,280.0,09184812100,GCash,Delivered
ORD-20260412,2026-02-17,Elena Torres,Tarlac City,Central Luzon,Joy Dishwashing Liquid 250ml,3,38.0,114.0,09403085173,GCash,Delivered
ORD-20260413,2027-01-18,Luz Reyes,Tarlac City,Central Luzon,Yellow Pad Paper,5,12.0,60.0,091234,Cash,Delivered
ORD-20260414,2026-04-30,Rosa Aquino,Pasig,NCR,Domex Toilet Cleaner,8,55.0,440.0,09484065548,COD,Delivered
ORD-20260415,2026-02-17,Josefina Cruz,Bacolod,Western Visayas,Head & Shoulders Sachet,4,7.0,28.0,09469154204,COD,Returned
ORD-20260416,2026-04-03,  CARMEN REYES  ,Tagbilaran,Central Visayas,Domex Toilet Cleaner,19,55.0,1045.0,09129251370,COD,Pending
ORD-20260417,2026-06-01,Roberto Del Rosario,Malolos,Central Luzon,Safeguard Soap Bar,9,28.0,252.0,091234,Cash,Delivered
ORD-20260418,2026-05-05,  TERESA MENDOZA  ,Cebu City,Central Visayas,ILUV Ballpen,1,10.0,10.0,09565114891,GCash,Delivered
ORD-20260419,2026-03-13,  JOSEFINA CRUZ  ,Makati,NCR,555 Sardines,18,22.0,396.0,091234,GCash,Cancelled
ORD-20260420,2026-06-22,Manuel Santos,Tagum,Davao Region,C2 Green Tea 500ml,9,22.0,198.0,09936270715,COD,Returned
ORD-20260421,2026-04-02,Eduardo Bautista,Cebu  City,Central Visayas,Lucky Me Pancit Canton Noodles,4,14.0,56.0,09802992755,COD,Delivered
ORD-20260422,2026-02-15,Josefina Castillo,Tagbilaran,Central Visayas,Lucky Me Beef Sotanghon,8,13.0,104.0,09880363515,GCash,Returned
ORD-20260423,2026-01-30,Pedro Santos,Iloilo City,Western Visayas,Sterling Notebook,10,18.0,180.0,09805927031,Cash,Delivered
ORD-20260424,2026-05-21,  ROBERTO AQUINO  ,Cebu City,Central Visayas,Nescafe 3-in-1 Sachet,17,8.0,136.0,09319348250,Cash,Returned
ORD-20260425,2026-06-20,Corazon Bautista,Davao City,Davao Region,SkyFlakes Crackers,13,15.0,195.0,09825924559,Bank Transfer,Returned
ORD-20260426,2026-01-26,Ricardo Bautista, Manila,NCR,Lucky Me Pancit Canton Noodles,4,14.0,56.0,091234,COD,Delivered
ORD-20260427,2026-03-06,  LUZ REYES  ,Tarlac City,Central Luzon,Coca-Cola 1.5L,1,65.0,65.0,09162555178,COD,Delivered
ORD-20260428,2026-04-18,  FERNANDO PASCUAL  ,Dasmarinas,CALABARZON,Argentina Corned Beef,20,35.0,700.0,09969786225,Maya,Delivered
ORD-20260429,2026-05-12,Ricardo Flores,Iloilo City,Western Visayas,Colgate Toothpaste 75ml,4,45.0,180.0,09119703207,GCash,Delivered
ORD-20260430,2026-03-23,Ana Cruz,Quezon City,NCR,Nissin Cup Noodles,7,20.0,140.0,09120141833,GCash,Delivered
ORD-20260431,2026-04-09,  MANUEL AQUINO  ,Bacolod,Western Visayas,CDO Corned Beef,15,33.0,495.0,09238232722,Cash,Delivered
ORD-20260432,2026-04-05,  MARIA CRUZ  ,Iloilo City,Western Visayas,Sterling Notebook,14,18.0,252.0,091234,COD,Delivered
ORD-20260433,2026-05-14,Ramon Ocampo,Davao City,Davao Region,555 Sardines,17,22.0,374.0,09203071637,Maya,Delivered
ORD-20260434,2026-03-24,Corazon Aquino,Tagum,Davao Region,Boy Bawang 100g,19,18.0,342.0,091234,COD,Delivered
ORD-20260435,2026-04-06,Josefina Santos,Tagum,Davao Region,C2 Green Tea 500ml,2,22.0,44.0,09840370252,Bank Transfer,Delivered
ORD-20260436,2026-01-29,Fernando Garcia,Tagbilaran,Central Visayas,Nissin Cup Noodles,18,20.0,360.0,09606238695,COD,Delivered
ORD-20260437,2026-02-16,Manuel Flores,Angeles City,Central Luzon,CDO Corned Beef,16,33.0,528.0,09553056948,Cash,Returned
ORD-20260438,2026-05-21,  LUZ TORRES  ,Mandaue,Central Visayas,Surf Powder Sachet,12,8.0,96.0,09838956328,COD,Pending
ORD-20260439,2026-05-19,Roberto Del Rosario,Malolos,Central Luzon,Safeguard Soap Bar,1,28.0,28.0,091234,Cash,Delivered
ORD-20260440,2026-06-18,Eduardo Del Rosario,Malolos,Central Luzon,Sta. Maria Crayons,4,40.0,160.0,09524477953,Cash,Delivered
ORD-20260441,2026-04-15,Josefina Torres,Tagbilaran,Central Visayas,Lucky Me Pancit Canton Noodles,15,14.0,210.0,09502431588,GCash,Pending
ORD-20260442,2026-03-08,Antonio Aquino,Dasmarinas,CALABARZON,Head & Shoulders Sachet,7,7.0,49.0,091234,COD,Returned
ORD-20260443,2026-04-02,  RICARDO BAUTISTA  ,Tagum,Davao Region,Colgate Toothpaste 75ml,15,45.0,675.0,09423703370,Cash,Delivered
ORD-20260444,2026-05-12,Elena Villanueva,Malolos,Central Luzon,CDO Corned Beef,7,33.0,231.0,09951481785,Maya,Delivered
ORD-20260445,2026-04-30,  PEDRO REYES  ,Tarlac City,Central Luzon,C2 Green Tea 500ml,10,22.0,220.0,09820838953,GCash,Delivered
ORD-20260446,2026-06-30,  ANA CRUZ  ,Quezon City,NCR,Head & Shoulders Sachet,12,7.0,84.0,091234,COD,Delivered
ORD-20260447,2026-04-23,Pedro Torres,Dasmarinas,CALABARZON,Piattos 85g,9,32.0,288.0,09197044655,GCash,Delivered
ORD-20260448,2026-03-08,  JOSE SANTOS  ,Cebu  City,Central Visayas,Palmolive Shampoo Sachet,14,6.0,84.0,09152087340,COD,Delivered
ORD-20260449,2026-06-11,Pedro Reyes,Tarlac City,Central Luzon,Surf Powder Sachet,16,8.0,128.0,091234,COD,Delivered
ORD-20260450,2026-06-15,Ricardo Pascual,Tarlac City,Central Luzon,Lucky Me Pancit Canton Noodles,11,14.0,154.0,09440561515,Maya,Pending
ORD-20260451,2026-02-07,  EDUARDO DEL ROSARIO  ,Iloilo City,Western Visayas,CDO Corned Beef,15,33.0,495.0,09942519534,COD,Cancelled
ORD-20260452,2026-03-17,Fernando Santos,Bacolod,Western Visayas,Lucky Me Beef Sotanghon,7,13.0,91.0,09160474058,Cash,Cancelled
ORD-20260453,2026-05-31,Elena Ramos,Tarlac City,Central Luzon,Sta. Maria Crayons,18,40.0,720.0,09604578962,COD,Delivered
ORD-20260454,2026-05-08,Rosa Reyes,Iloilo City,Western Visayas,Coca-Cola 1.5L,19,65.0,1235.0,091234,GCash,Pending
ORD-20260455,2026-03-13,Roberto Aquino,cebu city,Central Visayas,Coca-Cola 1.5L,3,65.0,195.0,091234,Cash,Pending
ORD-20260456,2026-01-23,Elena Cruz,Angeles City,Central Luzon,Surf Powder Sachet,12,8.0,96.0,09455460940,COD,Delivered
ORD-20260457,2026-02-05,Josefina Cruz,Bacolod,Western Visayas,Domex Toilet Cleaner,6,55.0,330.0,09343644734,GCash,Delivered
ORD-20260458,2026-04-29,Teresa Villanueva,Iloilo City,Western Visayas,Sta. Maria Crayons,16,40.0,640.0,09562068261,Cash,Delivered
ORD-20260459,2026-06-04,Pedro Cruz,Manila,NCR,Piattos 85g,17,32.0,544.0,09127711658,Cash,Delivered
ORD-20260460,2026-02-10,Pedro Garcia,Manila,NCR,Piattos 85g,7,32.0,224.0,09313620510,Maya,Delivered
ORD-20260461,2026-06-27,Corazon Bautista,Bacolod,Western Visayas,Lucky Me Beef Sotanghon,13,13.0,169.0,09812864053,GCash,Delivered
ORD-20260462,2026-02-24,Eduardo Santos,Pasig,NCR,Joy Dishwashing Liquid 250ml,1,38.0,38.0,091234,Bank Transfer,Delivered
ORD-20260463,2026-03-24,Pedro Torres,Cebu City,Central Visayas,Colgate Toothpaste 75ml,12,45.0,540.0,091234,Cash,Cancelled
ORD-20260464,2026-12-29,Roberto Del Rosario,Malolos,Central Luzon,Milo Sachet,17,9.0,153.0,09562048153,Bank Transfer,Delivered
ORD-20260465,2026-01-21,Ana Cruz,Quezon City,NCR,Sterling Notebook,17,18.0,306.0,09555216612,Maya,Delivered
ORD-20260466,2026-01-30,  JOSEFINA SANTOS  ,Tagum,Davao Region,Lucky Me Beef Sotanghon,2,13.0,26.0,09715719561,Cash,Delivered
ORD-20260467,2026-03-05,Teresa Castillo,Batangas City,CALABARZON,Nescafe 3-in-1 Sachet,4,8.0,32.0,09378971363,COD,Delivered
ORD-20260468,2026-03-16,Jose Ocampo,Dasmarinas,CALABARZON,CDO Corned Beef,20,33.0,660.0,09505333805,Bank Transfer,Delivered
ORD-20260469,2026-02-16,Carmen Mendoza,Malolos,Central Luzon,Sta. Maria Crayons,12,40.0,480.0,09827901057,Cash,Delivered
ORD-20260470,2026-01-11,Cristina Garcia,Dasmarinas,CALABARZON,Domex Toilet Cleaner,6,55.0,330.0,09998348722,GCash,Cancelled
ORD-20260471,2026-03-28,Rosa Aquino,Pasig,NCR,CDO Corned Beef,6,33.0,198.0,09300802568,Maya,Delivered
ORD-20260472,2026-01-21,Corazon Ocampo,Iloilo City,Western Visayas,Coca-Cola 1.5L,12,65.0,780.0,091234,GCash,Delivered
ORD-20260473,2026-03-18,Roberto Ocampo,Iloilo City,Western Visayas,Lucky Me Beef Sotanghon,20,13.0,260.0,09306106729,GCash,Cancelled
ORD-20260474,2026-04-15,Jose Castillo,Bacolod,Western Visayas,Head & Shoulders Sachet,11,7.0,77.0,09573305483,Maya,Delivered
ORD-20260475,2026-05-13,  PEDRO TORRES  ,Tarlac City,Central Luzon,CDO Corned Beef,5,33.0,165.0,09829233427,GCash,Delivered
ORD-20260476,2026-03-22,Jose Reyes,Tagum,Davao Region,Joy Dishwashing Liquid 250ml,15,38.0,570.0,091234,Cash,Returned
ORD-20260477,2026-04-10,  RICARDO BAUTISTA  ,Tagum,Davao Region,Zonrox Bleach 500ml,6,32.0,192.0,09951607365,COD,Delivered
ORD-20260478,2026-06-06,Jose Ocampo,Mandaue,Central Visayas,Domex Toilet Cleaner,10,55.0,550.0,09998349765,COD,Delivered
ORD-20260479,2026-04-16,  ANTONIO SANTOS  ,Iloilo City,Western Visayas,Sterling Notebook,13,18.0,234.0,09534228799,Cash,Delivered
ORD-20260480,2026-02-04,Antonio Mendoza,Calamba,CALABARZON,Joy Dishwashing Liquid 250ml,1,38.0,38.0,09795315630,Cash,Delivered
ORD-20260481,2026-06-25,Pedro Garcia,Pasig,NCR,Coca-Cola 1.5L,10,65.0,650.0,09315974500,Cash,Delivered
ORD-20260482,2026-01-12,Josefina Ramos,Cebu City,Central Visayas,Domex Toilet Cleaner,8,55.0,440.0,09549933750,COD,Delivered
ORD-20260483,2026-02-22,Teresa Castillo,Batangas City,CALABARZON,Piattos 85g,4,32.0,128.0,09212967809,Cash,Cancelled
ORD-20260484,2026-03-23,Roberto Aquino,Cebu City,Central Visayas,Yellow Pad Paper,1,12.0,12.0,09518611996,GCash,Delivered
ORD-20260168,2026-05-01,Jose Cruz,Angeles City,Central Luzon,Head & Shoulders Sachet,20,7.0,140.0,09234280365,COD,Returned
ORD-20260298,2026-03-10,  PEDRO OCAMPO  ,Manila,NCR,Zonrox Bleach 500ml,3,32.0,96.0,091234,Cash,Delivered
ORD-20260037,2026-01-31,  LUZ OCAMPO  ,Bacolod,Western Visayas,ILUV Ballpen,1,10.0,10.0,09221315626,GCash,Delivered
ORD-20260297,2026-01-04,Eduardo Santos,Pasig,NCR,Lucky Me Pancit Canton Noodles,16,14.0,224.0,091234,Maya,Delivered
ORD-20260053,2026-03-31,Corazon Villanueva,Makati,NCR,Head & Shoulders Sachet,6,7.0,42.0,09579511240,Maya,Cancelled
ORD-20260459,2026-02-16,Fernando Pascual,Malolos,Central Luzon,Palmolive Shampoo Sachet,13,6.0,78.0,09927877681,Bank Transfer,Cancelled
ORD-20260169,2026-02-15,Manuel Santos,Mandaue,Central Visayas,ILUV Ballpen,12,10.0,120.0,09406544243,GCash,Delivered
ORD-20260341,2026-02-22,Corazon Ramos,Pasig,NCR,Zonrox Bleach 500ml,9,32.0,288.0,09750044796,Cash,Delivered
ORD-20260221,2026-02-23,  MARIA PASCUAL  ,Tagum,Davao Region,ILUV Ballpen,4,10.0,40.0,09458705808,Cash,Delivered
ORD-20260292,2026-03-22,Teresa Torres,Tagum,Davao Region,Argentina Corned Beef,18,35.0,630.0,09917358781,Cash,Delivered
ORD-20260436,2026-01-26,Corazon Aquino,Tagum,Davao Region,C2 Green Tea 500ml,12,22.0,264.0,09788145721,GCash,Delivered
ORD-20260344,2026-05-08,Luz Ocampo,Bacolod,Western Visayas,SkyFlakes Crackers,10,15.0,150.0,09718132462,COD,Delivered
ORD-20260016,2026-06-24,Jose Cruz,Angeles City,Central Luzon,Lucky Me Pancit Canton Noodles,5,14.0,70.0,09544184347,Cash,Delivered
ORD-20260112,2026-01-07,  EDUARDO DEL ROSARIO  ,Iloilo City,Western Visayas,ILUV Ballpen,8,10.0,80.0,09850876968,GCash,Delivered
ORD-20260377,2026-01-08,Antonio Santos,Iloilo City,Western Visayas,SkyFlakes Crackers,18,15.0,270.0,09609267385,GCash,Delivered
