order_id,customer_email,product_sku,quantity,unit_price,discount_pct,order_date,ship_date,region,status
  ORD-20525,user525@example.com,SKU-1034,1,0.0,0.2,2025-09-12,2025-09-14,NCR,cancelled
ORD-20526,user526@example.com,SKU-1045,5,1088.82,0.21,2025-05-26,2025-06-01,Region XI,cancelled
ORD-20527,user527@example.com,SKU-1021,3,765.02,1.12,2025-12-23,2026-01-01,CAR,delivered
ORD-20528,user528@example.com,SKU-1011,-2,923.47,,2025-09-13,2025-09-15,Region XI,pending
ORD-20529,user529@example.com,SKU-1027,3,379.51,0.05,2025-05-08,,Region XI,cancelled
ORD-20530,user530@example.com,SKU-1021,5,2323.81,,2025-03-08,2025-03-12,Region XI,delivered
ORD-20531,not-an-email,SKU-1029,7,2922.42,0.23,2025-05-28,2025-06-02,NCR,cancelled
ORD-20532,user532@example.com,SKU-1056,5,1225.15,0.11,2025-02-14,2025-02-19,NCR,pending
ORD-20533,user533@example.com,SKU-1003,9,1341.96,0.2,2025-11-12,2025-11-18,NCR,processing
ORD-20534,user534@example.com,SKU-1022,8,2157.33,0.09,2025-01-16,2025-01-21,Region IV-A,processing
ORD-20535,,SKU-1052,6,2174.52,0.23,2025-12-26,2025-12-30,Region III,processing
ORD-20536,user536@example.com,SKU-1012,4,441.63,0.12,2025-05-22,2025-05-31,Region XI,processing
ORD-20537,user537@example.com,SKU-1050,7,2931.72,0.19,2025-04-23,2025-04-24,Region IV-A,pending
ORD-20538,not-an-email,SKU-1024,9,130.69,0.33,2025-07-06,2025-07-09,NCR,delivered
ORD-20539,user539@example.com,SKU-1015,9,1434.46,0.13,2025-04-12,2025-04-21,NCR,pending
ORD-20540,user540@example.com,SKU-1019,1,2927.58,0.01,2025-11-06,2025-11-13,Region VII,pending
ORD-20541,user541@example.com,SKU-1037,5,2673.78,0.11,2025-10-10,2025-10-13,NCR,PENDING
ORD-20542,user542@example.com,SKU-1017,7,2049.51,0.05,2025-06-04,2025-06-09,CAR,shipped
ORD-20543,user543@example.com,SKU-1054,1,199.55,0.13,2025-04-07,,NCR,CANCELLED
ORD-20544,user544@example.com,SKU-1040,7,1860.75,,2025-10-03,2025-10-08,Region XI,processing
  ORD-20545,user545@example.com,SKU-1014,five,2530.78,1.11,2025-12-06,2025-12-13,Region IV-A,processing
ORD-20546,user546@example.com,SKU-1026,6,503.27,0.02,2025-09-19,2025-09-28,CAR,processing
ORD-20547,user547@example.com,SKU-1046,7,717.22,0.3,2025-06-11,2025-06-13,Region IV-A,delivered
ORD-20548,user548@example.com,SKU-1051,8,1111.39,0.23,2025-03-11,2025-03-19,Region IV-A,cancelled
ORD-20549,user549@example.com,SKU-1045,3,1941.14,,2025-09-23,2025-10-01,Region III,pending
ORD-20550,user550@example.com,SKU-1036,6,2121.73,0.17,2025-05-16,2025-05-15,Region VII,processing
  ORD-20551,user551@example.com,SKU-1035,6,1638.36,0.04,2025-05-28,2025-06-04,Region IV-A,delivered
ORD-20552,user552@example.com,SKU-1048,6,1212.28,0.35,2025-07-01,2025-07-04,NCR,cancelled
ORD-20553,user553@example.com,SKU-1000,6,1014.74,0.3,2025-03-03,2025-02-28,NCR,shipped
ORD-20554,user554@example.com,SKU-1031,4,1717.94,0.13,2025-09-14,2025-09-20,Region VII,processing
ORD-20555,user555@example.com,SKU-1015,3,2524.65,0.13,2025-12-10,2025-12-12,Region XI,processing
ORD-20556,user556@example.com,SKU-1012,6,2646.3,,2025-09-26,2025-09-27,Region XI,shipped
ORD-20557,user557@example.com,SKU-1039,7,1176.17,0.13,2025-01-31,2025-02-06,Region III,pending
ORD-20558,user558@example.com,SKU-1023,3,543.51,0.31,2025-01-03,2025-01-04,Region III,processing
ORD-20559,user559@example.com,SKU-1021,4,151.93,0.18,2025-02-09,2025-02-10,Region III,processing
ORD-20560,user560@example.com,SKU-1005,4,1841.83,1.81,2025-02-06,2025-02-12,Region XI,processing
  ORD-20561,user561@example.com,SKU-1052,2,1703.63,0.37,2025-11-05,2025-11-09,Region XI,delivered
ORD-20562,user562@example.com,SKU-1028,4,519.73,0.2,2025-09-21,,CAR,delivered
ORD-20563,user563@example.com,SKU-1000,1,2840.84,0.0,2025-10-23,2025-10-27,Region XI,processing
ORD-20564,user564@example.com,SKU-1039,1,524.0,0.35,2025-01-29,,Region III,cancelled
ORD-20565,user565@example.com,SKU-1040,3,1025.86,0.2,2025-09-08,2025-09-15,CAR,CANCELLED
ORD-20566,user566@example.com,SKU-1010,7,2212.29,0.23,2025-05-18,2025-05-20,Region XI,pending
ORD-20567,user567@example.com,SKU-1037,9,1623.06,0.17,2025-05-13,2025-05-18,Region XI,delivered
ORD-20568,user568@example.com,SKU-1005,7,1356.19,0.33,2025-07-20,2025-07-21,NCR,delivered
ORD-20569,user569@example.com,SKU-1014,2,1581.74,1.84,2025-02-02,2025-02-10,Region III,cancelled
ORD-20570,user570@example.com,SKU-1049,3,2080.79,0.03,2025-04-13,2025-04-18,Region XI,pending
ORD-20571,user571@example.com,SKU-1046,3,860.36,1.22,2025-06-07,2025-06-10,,shipped
ORD-20572,user572@example.com,SKU-1028,7,2103.09,0.03,2025-01-09,2025-01-18,Region XI,pending
ORD-20573,user573@example.com,SKU-1039,3,1040.24,,2025-07-11,2025-07-16,Region VII,pending
ORD-20574,user574@example.com,SKU-1009,8,655.48,0.19,2025-11-15,2025-11-24,Region IV-A,processing
ORD-20575,user575@example.com,SKU-1044,1,2735.0,0.03,2025-08-15,2025-08-17,Region IV-A,delivered
ORD-20576,user576@example.com,SKU-1013,3,1919.27,0.34,2025-10-15,2025-10-16,NCR,processing
ORD-20577,user577@example.com,SKU-1040,8,2763.54,,2025-10-12,2025-10-13,Region IV-A,processing
ORD-20578,user578@example.com,SKU-1035,2,2645.04,0.17,2025-09-22,,Region VII,pending
ORD-20579,user579@example.com,SKU-1014,6,1507.09,0.4,2025-04-24,2025-04-28,Region VII,pending
ORD-20580,user580@example.com,SKU-1032,7,2109.98,0.07,2025-03-22,2025-03-30,NCR,cancelled
ORD-20581,,SKU-1002,9,2278.57,0.24,2025-08-23,2025-08-26,NCR,SHIPPED
ORD-20582,user582@example.com,SKU-1008,1,1111.79,0.27,2025-08-07,2025-08-16,NCR,delivered
ORD-20583,user583@example.com,SKU-1050,five,2737.68,0.23,2025-03-08,,,shipped
ORD-20584,user584@example.com,SKU-1048,6,619.16,0.19,2025-06-03,2025-06-08,Region III,processing
ORD-20585,user585@example.com,SKU-1024,2,1934.9,0.16,2025-12-31,2026-01-08,Region VII,delivered
ORD-20586,user586@example.com,SKU-1057,5,770.89,0.38,2025-06-14,2025-06-22,Region III,shipped
ORD-20587,user587@example.com,SKU-1021,6,2414.2,0.37,2025-11-01,2025-11-10,NCR,processing
ORD-20588,user588@example.com,SKU-1001,7,2100.43,0.33,2025-07-19,2025-07-26,Region XI,cancelled
  ORD-20589,user589@example.com,SKU-1045,1,614.59,1.71,2025-11-11,2025-11-16,,processing
ORD-20590,user590@example.com,SKU-1052,2,2168.44,0.35,2025-12-03,,CAR,pending
ORD-20591,user591@example.com,SKU-1019,1,2782.74,,2025-10-25,2025-11-03,Region III,shipped
ORD-20592,user592@example.com,SKU-1017,9,1342.98,0.32,2025-08-16,,NCR,shipped
ORD-20593,user593@example.com,SKU-1026,6,2524.71,0.35,2025-11-29,2025-12-08,Region XI,pending
ORD-20594,user594@example.com,SKU-1058,1,1874.09,0.13,2025-02-01,2025-02-10,Region XI,shipped
ORD-20595,user595@example.com,SKU-1023,1,1297.97,0.24,2025-10-30,,Region VII,pending
ORD-20596,user596@example.com,SKU-1000,1,1014.18,0.29,2025-01-17,2025-01-13,Region XI,shipped
ORD-20597,user597@example.com,SKU-1054,2,1915.97,1.1,2025-06-12,2025-06-18,CAR,shipped
ORD-20598,user598@example.com,SKU-1001,2,2727.55,0.16,2025-01-28,2025-02-01,NCR,cancelled
ORD-20599,user599@example.com,SKU-1049,8,2150.64,0.33,2025-01-24,,Region XI,pending
ORD-20600,user600@example.com,SKU-1043,8,194.93,0.0,2025-11-01,2025-11-10,NCR,processing
ORD-20601,user601@example.com,SKU-1023,2,913.45,,2025-07-10,2025-07-14,Region XI,shipped
ORD-20602,user602@example.com,SKU-1022,1,2914.95,0.01,2025-05-04,2025-05-07,Region III,delivered
ORD-20603,user603@example.com,SKU-1044,8,2821.33,0.05,2025-10-25,2025-10-29,Region XI,shipped
ORD-20604,user604@example.com,SKU-1028,1,57.3,0.4,2025-12-12,,Region IV-A,pending
ORD-20605,user605@example.com,SKU-1015,6,1624.2,0.13,2025-07-12,2025-07-20,NCR,cancelled
ORD-20606,user606@example.com,SKU-1029,3,1900.95,0.4,2025-10-21,2025-10-23,NCR,cancelled
ORD-20607,user607@example.com,SKU-1057,1,1942.07,0.08,2025-03-04,,NCR,delivered
ORD-20608,user608@example.com,SKU-1032,2,647.45,,2025-05-08,2025-05-17,NCR,delivered
  ORD-20609,user609@example.com,SKU-1032,2,431.59,0.25,2025-11-21,2025-11-23,NCR,shipped
ORD-20610,user610@example.com,SKU-1017,9,136.44,0.31,2025-06-06,2025-06-10,NCR,shipped
ORD-20611,user611@example.com,SKU-1050,6,1992.47,0.13,2025-06-20,2025-06-27,Region IV-A,cancelled
ORD-20612,user_at_example.com,SKU-1006,8,2935.92,0.16,2025-07-31,2025-08-04,CAR,delivered
ORD-20613,user613@example.com,SKU-1030,2,2450.51,0.12,2025-12-18,2025-12-20,Region III,pending
ORD-20614,user614@example.com,SKU-1030,2,1583.31,0.22,2025-12-14,,Region VII,processing
ORD-20615,user615@example.com,SKU-1003,8,1484.15,0.17,2025-05-13,,NCR,pending
ORD-20616,user616@example.com,SKU-1005,7,1969.32,0.37,2025-03-24,2025-04-01,,shipped
ORD-20617,user617@example.com,SKU-1038,6,1735.55,0.16,2025-11-04,,Region XI,shipped
ORD-20618,user618@example.com,SKU-1044,8,1723.69,0.34,2025-05-18,2025-05-20,Region XI,shipped
ORD-20619,user619@example.com,SKU-1022,9,2476.3,0.27,2025-11-09,2025-11-12,Region VII,cancelled
ORD-20620,user620@example.com,SKU-1055,4,1191.59,0.23,2025-11-18,,NCR,shipped
ORD-20621,user621@example.com,SKU-1001,3,2711.12,0.3,2025-11-22,,CAR,shipped
ORD-20622,user622@example.com,SKU-1029,1,2412.8,0.29,2025-08-15,,CAR,processing
ORD-20623,user623@example.com,SKU-1030,4,1197.69,0.36,2025-05-14,2025-05-20,Region XI,pending
ORD-20624,user624@example.com,SKU-1003,4,376.39,0.21,2025-02-18,2025-02-19,CAR,DELIVERED
ORD-20625,user625@example.com,SKU-1041,8,2955.54,0.06,2025-08-16,2025-08-17,Region III,cancelled
ORD-20626,user626@example.com,SKU-1015,8,2597.92,,2025-03-06,2025-03-07,Region IV-A,processing
ORD-20627,user627@example.com,SKU-1012,7,2662.63,0.3,2025-11-22,2025-11-28,Region III,delivered
ORD-20628,not-an-email,SKU-1038,9,2813.39,0.15,2025-02-03,2025-02-05,Region XI,PENDING
ORD-20629,user629@example.com,SKU-1059,2,2777.43,0.02,2025-07-05,2025-07-07,CAR,processing
ORD-20630,user630@example.com,SKU-1003,7,2189.28,0.08,2025-01-31,2025-02-09,Region VII,shipped
ORD-20631,user631@example.com,SKU-1026,4,315.0,0.06,2025-08-05,,NCR,cancelled
ORD-20632,user632@example.com,SKU-1004,7,1627.49,0.06,2025-05-30,2025-06-05,Region VII,pending
ORD-20633,user633@example.com,SKU-1017,2,505.6,0.01,2025-03-05,2025-03-06,Region XI,delivered
ORD-20634,user634@example.com,SKU-1029,1,2389.2,0.19,2025-06-26,2025-07-01,Region VII,delivered
ORD-20635,user635@example.com,SKU-1011,2,2456.31,0.33,2025-11-23,2025-11-30,Region XI,processing
ORD-20636,user636@example.com,SKU-1014,9,-99.0,0.05,2025-08-22,2025-08-27,Region VII,pending
ORD-20637,user637@example.com,SKU-1028,6,552.3,0.36,2025-11-26,2025-11-30,Region IV-A,pending
ORD-20638,user638@example.com,SKU-1000,4,1647.38,1.91,2025-01-12,2025-01-16,CAR,processing
  ORD-20639,user639@example.com,SKU-1028,4,2043.14,0.37,2025-12-05,2025-12-07,Region VII,delivered
ORD-20640,user640@example.com,SKU-1023,6,809.51,0.17,2025-09-08,2025-09-14,CAR,shipped
ORD-20641,user641@example.com,SKU-1012,7,1811.87,0.03,2025-05-20,2025-05-19,Region XI,delivered
ORD-20642,user642@example.com,SKU-1012,6,1985.91,0.06,2025-11-06,2025-11-15,Region XI,cancelled
ORD-20643,user643@example.com,SKU-1045,3,588.1,0.26,2025-02-28,2025-03-04,Region XI,processing
ORD-20644,user644@example.com,SKU-1008,4,1782.79,0.32,2025-10-04,,Region III,processing
ORD-20645,user645@example.com,SKU-1051,1,1443.05,0.2,2025-11-10,,Region III,pending
ORD-20646,,SKU-1034,8,2178.41,0.2,2025-06-18,2025-06-26,Region XI,PROCESSING
ORD-20647,user647@example.com,SKU-1004,9,852.19,0.15,2025-12-20,,Region III,shipped
ORD-20648,user648@example.com,SKU-1057,7,1168.07,,2025-07-06,,CAR,delivered
ORD-20649,user649@example.com,SKU-1043,5,1701.6,0.27,2025-03-03,,Region XI,delivered
ORD-20650,user650@example.com,SKU-1010,2,2649.0,0.31,2025-10-18,2025-10-24,Region VII,shipped
ORD-20651,user651@example.com,SKU-1057,8,300.7,0.12,2025-12-15,2025-12-21,NCR,cancelled
ORD-20652,user652@example.com,SKU-1030,4,2255.78,,2025-12-16,2025-12-24,Region IV-A,pending
ORD-20653,user653@example.com,SKU-1051,9,255.41,0.29,2025-03-06,2025-03-12,NCR,shipped
ORD-20654,user654@example.com,SKU-1043,2,2534.97,0.11,2025-12-30,2026-01-02,Region IV-A,DELIVERED
ORD-20655,user655@example.com,SKU-1057,4,697.29,0.21,2025-09-29,2025-10-07,Region IV-A,processing
ORD-20656,user656@example.com,SKU-1017,3,2159.3,0.29,2025-06-30,2025-07-05,Region XI,CANCELLED
  ORD-20657,user657@example.com,SKU-1020,4,1816.56,0.16,2025-08-09,,CAR,delivered
ORD-20658,user658@example.com,SKU-1021,7,2134.01,0.16,2025-09-23,2025-09-24,Region XI,pending
ORD-20659,user659@example.com,SKU-1008,2,2014.31,0.23,2025-06-17,,NCR,pending
ORD-20660,user660@example.com,SKU-1059,1,1938.78,0.15,2025-08-11,2025-08-12,Region VII,pending
ORD-20661,user661@example.com,SKU-1020,4,2305.63,0.22,2025-08-26,,Region XI,delivered
ORD-20662,user662@example.com,SKU-1040,3,1198.08,0.07,2025-12-12,2025-12-19,CAR,shipped
ORD-20663,user663@example.com,SKU-1008,2,1237.72,0.21,2025-01-19,2025-01-20,Region XI,pending
ORD-20664,user664@example.com,SKU-1031,2,1007.89,,2025-06-09,2025-06-13,Region IV-A,pending
  ORD-20665,user665@example.com,SKU-1010,7,841.23,0.23,2025-07-08,2025-07-16,Region III,shipped
ORD-20666,user666@example.com,SKU-1028,4,851.7,1.37,2025-10-24,2025-10-28,CAR,shipped
ORD-20667,user667@example.com,SKU-1025,4,1463.47,0.08,2025-05-26,2025-06-02,CAR,cancelled
ORD-20668,user668@example.com,SKU-1058,1,1009.84,0.39,2025-07-31,2025-08-01,NCR,cancelled
ORD-20669,user669@example.com,SKU-1042,6,2515.16,,2025-07-26,2025-08-01,Region XI,delivered
ORD-20670,user670@example.com,SKU-1033,9,2797.63,0.04,2025-04-11,2025-04-16,CAR,pending
ORD-20671,user_at_example.com,SKU-1038,7,2697.13,0.14,2025-06-10,2025-06-18,Region VII,processing
ORD-20672,user672@example.com,SKU-1000,1,707.52,0.15,2025-05-11,2025-05-16,NCR,pending
ORD-20673,user673@example.com,SKU-1057,3,2962.9,0.22,2025-09-28,2025-10-03,CAR,processing
ORD-20674,,SKU-1029,3,1924.43,0.19,2025-11-27,,Region XI,delivered
ORD-20675,user675@example.com,SKU-1043,1,451.36,0.2,2025-11-11,2025-11-14,Region VII,cancelled
ORD-20676,user676@example.com,SKU-1018,3,1965.81,0.33,2025-03-04,2025-03-13,Region IV-A,delivered
ORD-20677,user677@example.com,SKU-1058,3,1371.74,0.36,2025-11-18,2025-11-25,Region VII,CANCELLED
ORD-20678,user678@example.com,SKU-1039,3,2601.1,0.3,2025-07-20,2025-07-29,CAR,delivered
ORD-20679,user679@example.com,SKU-1037,9,805.93,0.04,2025-11-07,2025-11-09,CAR,pending
ORD-20680,user680@example.com,SKU-1000,8,1724.25,1.63,2025-03-20,2025-03-18,Region VII,shipped
ORD-20681,user_at_example.com,SKU-1014,1,607.57,0.19,2025-09-25,2025-09-30,Region VII,shipped
ORD-20682,user682@example.com,SKU-1037,9,2181.62,0.2,2025-01-28,2025-02-05,Region VII,shipped
ORD-20683,user683@example.com,SKU-1024,3,2763.0,0.03,2025-10-17,2025-10-21,Region IV-A,delivered
ORD-20684,user684@example.com,SKU-1044,3,2410.79,0.27,2025-02-28,2025-02-24,CAR,processing
ORD-20685,user685@example.com,SKU-1046,5,1469.37,0.01,2025-11-26,2025-12-03,Region VII,cancelled
ORD-20686,user686@example.com,SKU-1000,3,780.97,0.12,2025-10-12,2025-10-19,Region III,PENDING
ORD-20687,user687@example.com,SKU-1020,4,408.07,1.87,2025-06-25,2025-07-01,CAR,delivered
ORD-20688,user688@example.com,SKU-1000,4,447.3,0.35,2025-07-30,2025-08-07,Region XI,cancelled
ORD-20689,user689@example.com,SKU-1012,2,2569.41,0.38,2025-04-14,,Region IV-A,shipped
ORD-20690,user690@example.com,SKU-1038,3,123.64,0.15,2025-04-13,2025-04-17,CAR,processing
ORD-20691,user691@example.com,SKU-1046,4,486.26,0.38,2025-10-07,2025-10-13,Region III,processing
ORD-20692,user692@example.com,SKU-1026,-2,694.07,0.29,2025-10-08,2025-10-07,Region VII,pending
ORD-20693,user693@example.com,SKU-1030,2,2740.09,1.83,2025-01-04,2025-01-07,Region III,delivered
ORD-20694,user694@example.com,SKU-1009,five,1737.11,0.01,2025-09-27,2025-10-04,Region VII,cancelled
ORD-20695,user695@example.com,SKU-1031,9,448.42,0.32,2025-04-14,,Region IV-A,cancelled
ORD-20696,user696@example.com,SKU-1025,2,676.35,0.06,2025-06-08,2025-06-17,CAR,pending
ORD-20697,user697@example.com,SKU-1023,5,1356.67,0.29,2025-05-15,,Region IV-A,delivered
ORD-20698,user698@example.com,SKU-1027,5,367.26,0.14,2025-02-12,2025-02-16,Region III,processing
ORD-20699,user699@example.com,SKU-1017,7,151.93,0.02,2025-12-06,2025-12-09,NCR,pending
ORD-20700,user700@example.com,SKU-1034,8,528.76,0.31,2025-05-02,,CAR,pending
ORD-20701,user701@example.com,SKU-1050,8,1802.95,0.22,2025-12-05,2025-12-02,Region XI,delivered
ORD-20702,user702@example.com,SKU-1039,6,1513.71,0.14,2025-05-07,2025-05-08,NCR,cancelled
ORD-20703,user703@example.com,SKU-1021,4,1303.2,0.33,2025-10-07,,Region III,delivered
ORD-20704,user704@example.com,SKU-1018,7,2945.66,0.02,2025-12-17,2025-12-24,Region XI,cancelled
ORD-20705,user705@example.com,SKU-1010,7,2520.32,,2025-08-07,,Region III,delivered
ORD-20706,user706@example.com,SKU-1004,-2,1251.69,0.16,2025-12-28,2026-01-03,NCR,CANCELLED
ORD-20707,user707@example.com,SKU-1022,5,65.6,0.21,2025-11-08,2025-11-11,Region VII,pending
  ORD-20708,not-an-email,SKU-1054,9,1074.26,0.15,2025-10-07,2025-10-10,CAR,pending
ORD-20709,user709@example.com,SKU-1055,2,1823.51,0.26,2025-06-01,2025-06-10,Region XI,cancelled
ORD-20710,user710@example.com,SKU-1005,8,734.92,0.38,2025-06-08,2025-06-16,Region XI,shipped
ORD-20711,user711@example.com,SKU-1028,3,2774.18,0.3,2025-07-11,2025-07-13,Region III,processing
ORD-20712,user712@example.com,SKU-1043,2,-99.0,0.38,2025-03-09,2025-03-10,Region III,cancelled
ORD-20713,user713@example.com,SKU-1013,2,1504.56,0.15,2025-12-07,2025-12-08,NCR,cancelled
ORD-20714,user714@example.com,SKU-1009,4,1042.99,0.35,2025-08-13,2025-08-20,Region III,shipped
ORD-20715,user_at_example.com,SKU-1049,6,1600.67,0.08,2025-12-17,2025-12-24,Region III,delivered
ORD-20716,user_at_example.com,SKU-1006,6,223.3,0.13,2025-10-05,2025-10-11,CAR,shipped
ORD-20717,user717@example.com,SKU-1033,5,289.15,1.12,2025-01-07,2025-01-09,NCR,shipped
ORD-20718,user718@example.com,SKU-1056,4,2588.78,0.17,2025-03-27,2025-03-30,Region VII,shipped
ORD-20719,user719@example.com,SKU-1033,2,2609.64,0.34,2025-05-29,2025-06-03,Region VII,processing
  ORD-20720,user720@example.com,SKU-1024,6,1242.7,,2025-10-10,2025-10-17,Region XI,shipped
ORD-20721,user721@example.com,SKU-1013,2,2218.17,0.32,2025-11-29,2025-12-07,Region XI,pending
ORD-20722,user722@example.com,SKU-1000,1,1321.7,0.32,2025-10-30,2025-11-01,CAR,cancelled
ORD-20723,user723@example.com,SKU-1044,1,1826.88,0.2,2025-01-22,2025-01-25,Region IV-A,pending
ORD-20724,user724@example.com,SKU-1038,5,1125.74,0.35,2025-08-05,2025-08-08,NCR,delivered
ORD-20725,user725@example.com,SKU-1017,4,1565.46,0.1,2025-04-05,,Region III,pending
ORD-20726,,SKU-1021,7,2353.39,0.09,2025-07-05,2025-07-11,CAR,cancelled
ORD-20727,user727@example.com,SKU-1047,5,2842.54,0.12,2025-12-16,,Region XI,processing
ORD-20728,user728@example.com,SKU-1023,1,-99.0,1.2,2025-09-22,2025-09-28,Region IV-A,delivered
ORD-20729,user729@example.com,SKU-1056,1,1493.58,0.38,2025-03-19,2025-03-27,Region VII,processing
ORD-20730,user730@example.com,SKU-1042,1,2585.81,0.19,2025-09-10,2025-09-13,NCR,shipped
  ORD-20731,user731@example.com,SKU-1009,3,173.25,0.18,2025-07-20,2025-07-21,Region XI,shipped
ORD-20732,user732@example.com,SKU-1042,8,1313.39,0.21,2025-09-16,2025-09-17,Region IV-A,shipped
ORD-20733,user733@example.com,SKU-1022,9,62.59,0.16,2025-05-27,2025-06-05,NCR,processing
ORD-20734,user734@example.com,SKU-1058,4,2921.0,0.36,2025-06-25,2025-07-03,Region III,SHIPPED
ORD-20735,user735@example.com,SKU-1029,9,1351.56,0.24,2025-08-27,2025-09-05,Region IV-A,processing
  ORD-20736,user736@example.com,SKU-1047,3,841.06,0.27,2025-02-13,2025-02-21,Region III,shipped
ORD-20737,user737@example.com,SKU-1015,3,2888.72,0.36,2025-02-18,2025-02-23,Region XI,shipped
ORD-20738,user738@example.com,SKU-1014,1,968.81,0.06,2025-03-17,2025-03-20,Region IV-A,delivered
ORD-20739,user739@example.com,SKU-1029,9,807.36,0.19,2025-07-13,2025-07-12,Region III,pending
ORD-20740,user740@example.com,SKU-1021,3,1217.32,0.4,2025-10-21,2025-10-27,Region VII,shipped
ORD-20741,user741@example.com,SKU-1045,1,1683.89,0.14,2025-04-17,2025-04-22,NCR,cancelled
ORD-20742,user742@example.com,SKU-1053,7,2369.06,0.03,2025-05-12,2025-05-21,Region III,shipped
ORD-20743,user743@example.com,SKU-1025,5,1085.23,0.3,2025-02-20,2025-02-23,Region VII,shipped
ORD-20744,user744@example.com,SKU-1009,8,731.13,,2025-04-25,2025-05-01,Region III,cancelled
ORD-20745,user745@example.com,SKU-1052,5,2948.15,0.3,2025-08-09,2025-08-15,CAR,shipped
ORD-20746,user_at_example.com,SKU-1022,8,906.05,,2025-11-23,2025-11-24,Region IV-A,delivered
ORD-20747,user747@example.com,SKU-1000,5,2473.33,,2025-10-12,2025-10-14,Region XI,shipped
ORD-20748,user748@example.com,SKU-1025,6,2834.54,,2025-01-31,2025-02-03,Region XI,pending
ORD-20749,user749@example.com,SKU-1050,8,1837.81,0.13,2025-08-23,2025-08-28,Region III,delivered
ORD-20750,user750@example.com,SKU-1017,1,1462.87,0.21,2025-08-31,2025-09-01,Region IV-A,cancelled
ORD-20751,user751@example.com,SKU-1009,7,561.33,,2025-03-30,2025-04-01,Region IV-A,pending
ORD-20752,user752@example.com,SKU-1051,5,2958.95,,2025-07-12,2025-07-08,Region III,shipped
ORD-20753,user753@example.com,SKU-1050,2,1133.15,0.39,2025-10-07,2025-10-11,Region IV-A,delivered
ORD-20754,user754@example.com,SKU-1057,4,2369.6,0.16,2025-05-23,2025-05-27,Region VII,processing
ORD-20755,user_at_example.com,SKU-1036,5,0.0,0.08,2025-02-08,2025-02-10,Region IV-A,processing
ORD-20756,user756@example.com,SKU-1022,4,2936.55,0.02,2025-08-22,2025-08-23,,delivered
ORD-20757,user757@example.com,SKU-1014,5,2767.98,1.24,2025-07-15,2025-07-17,,DELIVERED
ORD-20758,user758@example.com,SKU-1030,1,2933.98,0.11,2025-08-23,2025-08-26,Region III,cancelled
ORD-20759,user759@example.com,SKU-1056,4,-99.0,0.23,2025-08-05,2025-08-10,Region VII,delivered
ORD-20760,user760@example.com,SKU-1008,4,2262.2,1.51,2025-06-06,2025-06-07,Region IV-A,cancelled
ORD-20761,user_at_example.com,SKU-1033,9,1723.03,0.18,2025-11-09,2025-11-11,NCR,processing
ORD-20762,user762@example.com,SKU-1022,-2,2790.16,0.36,2025-10-29,2025-11-02,Region III,processing
ORD-20763,user763@example.com,SKU-1044,9,345.84,0.19,2025-02-23,2025-03-03,Region VII,processing
ORD-20764,not-an-email,SKU-1059,1,2699.35,0.27,2025-09-09,2025-09-17,CAR,PENDING
ORD-20765,user765@example.com,SKU-1014,2,382.17,0.01,2025-07-22,2025-07-29,Region III,shipped
ORD-20766,user766@example.com,SKU-1053,6,2816.87,0.07,2025-09-10,2025-09-07,Region III,cancelled
ORD-20767,user767@example.com,SKU-1025,7,515.79,0.01,2025-07-13,2025-07-21,Region III,shipped
ORD-20768,user768@example.com,SKU-1004,6,1008.57,0.12,2025-02-12,,NCR,cancelled
ORD-20769,user769@example.com,SKU-1020,9,2650.86,0.4,2025-04-10,2025-04-16,Region IV-A,shipped
  ORD-20770,user770@example.com,SKU-1008,1,2644.31,0.03,2025-10-24,2025-11-02,CAR,pending
ORD-20771,user771@example.com,SKU-1047,4,615.35,0.08,2025-01-16,2025-01-21,Region III,processing
ORD-20772,not-an-email,SKU-1003,9,1619.01,0.23,2025-02-11,2025-02-15,CAR,cancelled
ORD-20773,user773@example.com,SKU-1029,5,2795.1,,2025-07-31,,Region XI,delivered
ORD-20774,user774@example.com,SKU-1032,7,850.28,0.32,2025-05-01,2025-05-07,Region VII,pending
ORD-20775,user775@example.com,SKU-1047,1,1407.76,0.24,2025-08-17,2025-08-21,NCR,cancelled
ORD-20776,user776@example.com,SKU-1052,9,2910.77,0.38,2025-06-18,2025-06-27,Region III,cancelled
ORD-20777,user777@example.com,SKU-1030,2,-99.0,,2025-01-03,2025-01-05,Region VII,delivered
ORD-20778,user778@example.com,SKU-1005,1,262.11,0.03,2025-10-23,2025-10-26,Region III,shipped
ORD-20779,user779@example.com,SKU-1017,5,141.75,0.24,2025-02-08,2025-02-10,Region VII,shipped
ORD-20780,user780@example.com,SKU-1009,8,1086.5,,2025-01-13,2025-01-17,Region IV-A,cancelled
ORD-20781,user781@example.com,SKU-1017,8,1697.39,0.25,2025-11-17,2025-11-18,Region IV-A,processing
ORD-20782,user782@example.com,SKU-1006,five,1349.16,0.12,2025-04-10,2025-04-12,CAR,delivered
ORD-20783,user783@example.com,SKU-1025,8,426.67,0.2,2025-10-25,2025-10-30,Region XI,pending
ORD-20784,user784@example.com,SKU-1047,9,2814.72,0.29,2025-06-17,,Region VII,pending
ORD-20785,user785@example.com,SKU-1037,9,1248.57,0.12,2025-03-15,2025-03-18,Region III,cancelled
ORD-20786,user786@example.com,SKU-1039,2,2295.44,0.09,2025-04-27,2025-05-05,Region III,shipped
